0;2,5
1;3
2;3,5
3;4
4;4,5
5;5
6;5,5
7;6
8;6,5
9;7
10;7,5
11;8
12;8,5
13;9
14;9,5
15;10
16;10,5
17;11
18;11,5
19;12
20;12,5
21;13
22;13,5
23;14
24;14,5
25;15
26;15,5
27;16
28;16,5
29;17
30;17,5
31;18
32;18,5
33;19
34;19,5
35;20
36;20,5
37;21
38;21,5
39;22
40;22,5
41;23
42;23,5
43;24
44;24,5
45;25
46;25,5
47;26
48;26,5
49;27
50;27,5
51;28
52;28,5
53;29
54;29,5
55;30
56;30,5
57;31
58;31,5
59;32
60;32,5
61;33
62;33,5
63;34
64;34,5
65;35
66;35,5
67;36
68;36,5
69;37
70;37,5
71;38
72;38,5
73;39
74;39,5
75;40
76;40,5
77;41
78;41,5
79;42
80;42,5
81;43
82;43,5
83;44
84;44,5
85;45
86;45,5
87;46
88;46,5
89;47
90;47,5
91;48
92;48,5
93;49
94;49,5
95;50
96;50,5
97;51
98;51,5
99;52
100;52,5
101;53
102;53,5
103;54
104;54,5
105;55
106;55,5
107;56
108;56,5
109;57
110;57,5
111;58
112;58,5
113;59
114;59,5
115;60
116;60,5
117;61
118;61,5
119;62
120;62,5
121;63
122;63,5
123;64
124;64,5
125;65
126;65,5
127;66
128;66,5
129;67
130;67,5
131;68
132;68,5
133;69
134;69,5
135;70
136;70,5
137;71
138;71,5
139;72
140;72,5
141;73
142;73,5
143;74
144;74,5
145;75
146;75,5
147;76
148;76,5
149;77
150;77,5
151;78
152;78,5
153;79
154;79,5
155;80
156;80,5
157;81
158;81,5
159;82
160;82,5
161;83
162;83,5
163;84
164;84,5
165;85
166;85,5
167;86
168;86,5
169;87
170;87,5
171;88
172;88,5
173;89
174;89,5
175;90
176;90,5
177;91
178;91,5
179;92
180;92,5
181;93
182;93,5
183;94
184;94,5
185;95
186;95,5
187;96
188;96,5
189;97
190;97,5
191;98
192;98,5
193;99
194;99,5
195;100
196;100,5
197;101
198;101,5
199;102
200;102,5
201;103
202;103,5
203;104
204;104,5
205;105
206;105,5
207;106
208;106,5
209;107
210;107,5
211;108
212;108,5
213;109
214;109,5
215;110
216;110,5
217;111
218;111,5
219;112
220;112,5
221;113
222;113,5
223;114
224;114,5
225;115
226;115,5
227;116
228;116,5
229;117
230;117,5
231;118
232;118,5
233;119
234;119,5
235;120
236;120,5
237;121
238;121,5
239;122
240;122,5
241;123
242;123,5
243;124
244;124,5
245;125
246;125,5
247;126
248;126,5
249;127
250;127,5
251;128
252;128,5
253;129
254;129,5
255;130
256;130,5
257;131
258;131,5
259;132
260;132,5
261;133
262;133,5
263;134
264;134,5
265;135
266;135,5
267;136
268;136,5
269;137
270;137,5
271;138
272;138,5
273;139
274;139,5
275;140
276;140,5
277;141
278;141,5
279;142
280;142,5
281;143
282;143,5
283;144
284;144,5
285;145
286;145,5
287;146
288;146,5
289;147
290;147,5
291;148
292;148,5
293;149
294;149,5
295;150
296;150,5
297;151
298;151,5
299;152
300;152,5
301;153
302;153,5
303;154
304;154,5
305;155
306;155,5
307;156
308;156,5
309;157
310;157,5
311;158
312;158,5
313;159
314;159,5
315;160
316;160,5
317;161
318;161,5
319;162
320;162,5
321;163
322;163,5
323;164
324;164,5
325;165
326;165,5
327;166
328;166,5
329;167
330;167,5
331;168
332;168,5
333;169
334;169,5
335;170
336;170,5
337;171
338;171,5
339;172
340;172,5
341;173
342;173,5
343;174
344;174,5
345;175
346;175,5
347;176
348;176,5
349;177
350;177,5
351;178
352;178,5
353;179
354;179,5
355;180
356;180,5
357;181
358;181,5
359;182
360;182,5
361;183
362;183,5
363;184
364;184,5
365;185
366;185,5
367;186
368;186,5
369;187
370;187,5
371;188
372;188,5
373;189
374;189,5
375;190
376;190,5
377;191
378;191,5
379;192
380;192,5
381;193
382;193,5
383;194
384;194,5
385;195
386;195,5
387;196
388;196,5
389;197
390;197,5
391;198
392;198,5
393;199
394;199,5
395;200
396;200,5
397;201
398;201,5
399;202
400;202,5
401;203
402;203,5
403;204
404;204,5
405;205
406;205,5
407;206
408;206,5
409;207
410;207,5
411;208
412;208,5
413;209
414;209,5
415;210
416;210,5
417;211
418;211,5
419;212
420;212,5
421;213
422;213,5
423;214
424;214,5
425;215
426;215,5
427;216
428;216,5
429;217
430;217,5
431;218
432;218,5
433;219
434;219,5
435;220
436;220,5
437;221
438;221,5
439;222
440;222,5
441;223
442;223,5
443;224
444;224,5
445;225
446;225,5
447;226
448;226,5
449;227
450;227,5
451;228
452;228,5
453;229
454;229,5
455;230
456;230,5
457;231
458;231,5
459;232
460;232,5
461;233
462;233,5
463;234
464;234,5
465;235
466;235,5
467;236
468;236,5
469;237
470;237,5
471;238
472;238,5
473;239
474;239,5
475;240
476;240,5
477;241
478;241,5
479;242
480;242,5
481;243
482;243,5
483;244
484;244,5
485;245
486;245,5
487;246
488;246,5
489;247
490;247,5
491;248
492;248,5
493;249
494;249,5
495;250
496;250,5
497;251
498;251,5
499;252
500;252,5
501;253
502;253,5
503;254
504;254,5
505;255
506;255,5
507;256
508;256,5
509;257
510;257,5
511;258
512;258,5
513;259
514;259,5
515;260
516;260,5
517;261
518;261,5
519;262
520;262,5
521;263
522;263,5
523;264
524;264,5
525;265
526;265,5
527;266
528;266,5
529;267
530;267,5
531;268
532;268,5
533;269
534;269,5
535;270
536;270,5
537;271
538;271,5
539;272
540;272,5
541;273
542;273,5
543;274
544;274,5
545;275
546;275,5
547;276
548;276,5
549;277
550;277,5
551;278
552;278,5
553;279
554;279,5
555;280
556;280,5
557;281
558;281,5
559;282
560;282,5
561;283
562;283,5
563;284
564;284,5
565;285
566;285,5
567;286
568;286,5
569;287
570;287,5
571;288
572;288,5
573;289
574;289,5
575;290
576;290,5
577;291
578;291,5
579;292
580;292,5
581;293
582;293,5
583;294
584;294,5
585;295
586;295,5
587;296
588;296,5
589;297
590;297,5
591;298
592;298,5
593;299
594;299,5
595;300
596;300,5
597;301
598;301,5
599;302
600;302,5
601;303
602;303,5
603;304
604;304,5
605;305
606;305,5
607;306
608;306,5
609;307
610;307,5
611;308
612;308,5
613;309
614;309,5
615;310
616;310,5
617;311
618;311,5
619;312
620;312,5
621;313
622;313,5
623;314
624;314,5
625;315
626;315,5
627;316
628;316,5
629;317
630;317,5
631;318
632;318,5
633;319
634;319,5
635;320
636;320,5
637;321
638;321,5
639;322
640;322,5
641;323
642;323,5
643;324
644;324,5
645;325
646;325,5
647;326
648;326,5
649;327
650;327,5
651;328
652;328,5
653;329
654;329,5
655;330
656;330,5
657;331
658;331,5
659;332
660;332,5
661;333
662;333,5
663;334
664;334,5
665;335
666;335,5
667;336
668;336,5
669;337
670;337,5
671;338
672;338,5
673;339
674;339,5
675;340
676;340,5
677;341
678;341,5
679;342
680;342,5
681;343
682;343,5
683;344
684;344,5
685;345
686;345,5
687;346
688;346,5
689;347
690;347,5
691;348
692;348,5
693;349
694;349,5
695;350
696;350,5
697;351
698;351,5
699;352
700;352,5
701;353
702;353,5
703;354
704;354,5
705;355
706;355,5
707;356
708;356,5
709;357
710;357,5
711;358
712;358,5
713;359
714;359,5
715;360
716;360,5
717;361
718;361,5
719;362
720;362,5
721;363
722;363,5
723;364
724;364,5
725;365
726;365,5
727;366
728;366,5
729;367
730;367,5
731;368
732;368,5
733;369
734;369,5
735;370
736;370,5
737;371
738;371,5
739;372
740;372,5
741;373
742;373,5
743;374
744;374,5
745;375
746;375,5
747;376
748;376,5
749;377
750;377,5
751;378
752;378,5
753;379
754;379,5
755;380
756;380,5
757;381
758;381,5
759;382
760;382,5
761;383
762;383,5
763;384
764;384,5
765;385
766;385,5
767;386
768;386,5
769;387
770;387,5
771;388
772;388,5
773;389
774;389,5
775;390
776;390,5
777;391
778;391,5
779;392
780;392,5
781;393
782;393,5
783;394
784;394,5
785;395
786;395,5
787;396
788;396,5
789;397
790;397,5
791;398
792;398,5
793;399
794;399,5
795;400
796;400,5
797;401
798;401,5
799;402
800;402,5
801;403
802;403,5
803;404
804;404,5
805;405
806;405,5
807;406
808;406,5
809;407
810;407,5
811;408
812;408,5
813;409
814;409,5
815;410
816;410,5
817;411
818;411,5
819;412
820;412,5
821;413
822;413,5
823;414
824;414,5
825;415
826;415,5
827;416
828;416,5
829;417
830;417,5
831;418
832;418,5
