0,0,666666666666667
1,2,86666666666667
4,12,4310711730357
5,16,1849363602461
6,20,152701733142
7,24,3120116380461
9,33,1406888341929
10,37,7855309817625
11,42,5711516547343
12,47,4897075911614
13,52,5344233332248
14,57,6993732510606
15	62,9793207526083
16	68,3695967949994
17	73,8660061938281
18	79,4647540833025
19	85,1623872982444
20	90,9557470134664
21	96,8419300166107
22	102,818256699501
23	108,882244346564
24	115,031584649035
25	121,264124626379
26	127,577850321686
27	133,970872775524
28	140,441415886492
29	146,987805845811
30	153,608461894152
31	160,301888196326
32	167,066666666667
33	173,901450607424
34	180,804959046014
35	187,775971675911
36	194,813324321328
37	201,915904858298
38	209,082649535069
39	216,312539643179
40	223,604598497591
41	230,957888690155
42	238,371509585548
43	245,844595032995
44	253,376311270566
45	260,965855001799
46	268,61245162697
47	276,315353613436
48	284,073838991404
49	291,887209963032
50	299,754791614176
